verb,verb - main semantic class,verb - second semantic class,verb - third semantic class,verb - tense
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,past
"wiedzieć, że_",epistemiczny,,,past
"wiedzieć, że_",epistemiczny,,,past
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,past
"wiedzieć, że_",epistemiczny,,,past
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,past
"wiedzieć, że_",epistemiczny,,,brak
"wiedzieć, że_",epistemiczny,,,past
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,past
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,past
"wiedzieć, że_",epistemiczny,,,past
"wiedzieć, że_",epistemiczny,,,past
"wiedzieć, że_",epistemiczny,,,past
"wiedzieć, że_",epistemiczny,,,past
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,past
"wiedzieć, że_",epistemiczny,,,past
"wiedzieć, że_",epistemiczny,,,past
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,past
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,past
"wiedzieć, że_",epistemiczny,,,past
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,future
"wiedzieć, że_",epistemiczny,,,past
"wiedzieć, że_",epistemiczny,,,past
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,present
"wiedzieć, że_",epistemiczny,,,future
"wierzyć, że_",epistemiczny,,,past
"wierzyć, że_",epistemiczny,,,present
"wierzyć, że_",epistemiczny,,,present
"wierzyć, że_",epistemiczny,,,present
"wierzyć, że_",epistemiczny,,,past
"wierzyć, że_",epistemiczny,,,present
"wierzyć, że_",epistemiczny,,,present
"wierzyć, że_",epistemiczny,,,present
"wierzyć, że_",epistemiczny,,,present
"wierzyć, że_",epistemiczny,,,present
"wierzyć, że_",epistemiczny,,,present
"wierzyć, że_",epistemiczny,,,present
"wierzyć, że_",epistemiczny,,,present
"wierzyć, że_",epistemiczny,,,present
"wierzyć, że_",epistemiczny,,,present
"wierzyć, że_",epistemiczny,,,present
"wierzyć, że_",epistemiczny,,,past
"wierzyć, że_",epistemiczny,,,present
"wierzyć, że_",epistemiczny,,,present
"wierzyć, że_",epistemiczny,,,present
"wierzyć, że_",epistemiczny,,,present
"wierzyć, że_",epistemiczny,,,present
"wierzyć, że_",epistemiczny,,,past
"wierzyć, że_",epistemiczny,,,present
"wierzyć, że_",epistemiczny,,,present
"wierzyć, że_",epistemiczny,,,present
"wierzyć, że_",epistemiczny,,,present
"wierzyć, że_",epistemiczny,,,present
"wierzyć, że_",epistemiczny,,,present
"wierzyć, że_",epistemiczny,,,present
"wierzyć, że_",epistemiczny,,,brak
"wmawiać, że_",mówienia,,,present
"wmawiać, że_",mówienia,,,future
"wmawiać, że_",mówienia,,,present
"wmówić, że_",mówienia,,,brak
"wmówić, że_",mówienia,,,present
"wnioskować, że_",epistemiczny,,,present
"wnosić z czegoś, że_",epistemiczny,,,present
"wnosić z czegoś, że_",epistemiczny,,,present
"wpłynąć na coś, że_",przyczynowy,,,past
"wskazać, że_",wnioskowania,epistemiczny,,present
"wskazywać [m], że_",mówienia,epistemiczny,,present
"wspominać, że_",mówienia,pamięciowy,,present
"wspomnieć, że_",mówienia,pamięciowy,,brak
"wspomnieć, że_",mówienia,pamięciowy,,past
"wspomnieć, że_",mówienia,pamięciowy,,past
"wspomnieć, że_",mówienia,pamięciowy,,past
"wspomnieć, że_",mówienia,pamięciowy,,present
"wspomnieć, że_",mówienia,pamięciowy,,brak
"wybaczyć, że_",emotywny,epistemiczny,,brak
"wybaczyć, że_",emotywny,epistemiczny,,past
"wybaczyć, że_",emotywny,epistemiczny,,present
"wybaczyć, że_",emotywny,epistemiczny,,present
"wybrzydzać, że_",mówienia,epistemiczny,,present
"wychodzić z założenia, że_",epistemiczny,,,brak
"wychodzić z założenia, że_",epistemiczny,,,past
"wychodzić z założenia, że_",epistemiczny,,,present
"wychodzić, że_",wnioskowania,epistemiczny,,present
"wychodzić, że_",wnioskowania,epistemiczny,,present
"wychodzić, że_",wnioskowania,epistemiczny,,present
"wychodzić, że_",wnioskowania,epistemiczny,,past
"wyczytać, że_",percepcyjny,mówienia,,past
"wydawać się, że_",epistemiczny,,,present
"wydawać się, że_",epistemiczny,,,present
"wydawać się, że_",epistemiczny,,,future
"wydawać się, że_",epistemiczny,,,present
"wydawać się, że_",epistemiczny,,,present
"wydawać się, że_",epistemiczny,,,present
"wydawać się, że_",epistemiczny,,,present
"wydawać się, że_",epistemiczny,,,present
"wydawać się, że_",epistemiczny,,,brak
"wydawać się, że_",epistemiczny,,,past
"wydawać się, że_",epistemiczny,,,present
"wydawać się, że_",epistemiczny,,,past
"wydawać się, że_",epistemiczny,,,present
"wydawać się, że_",epistemiczny,,,present
"wydawać się, że_",epistemiczny,,,past
"wydawać się, że_",epistemiczny,,,present
"wydawać się, że_",epistemiczny,,,past
"wydawać się, że_",epistemiczny,,,present
"wydawać się, że_",epistemiczny,,,present
"wydawać się, że_",epistemiczny,,,past
"wydawać się, że_",epistemiczny,,,present
"wydawać się, że_",epistemiczny,,,past
"wydawać się, że_",epistemiczny,,,present
"wydawać się, że_",epistemiczny,,,present
"wydawać się, że_",epistemiczny,,,past
"wydawać się, że_",epistemiczny,,,past
"wydawać się, że_",epistemiczny,,,present
"wydawać się, że_",epistemiczny,,,present
"wydawać się, że_",epistemiczny,,,present
"wydawać się, że_",epistemiczny,,,present
"wydawać się, że_",epistemiczny,,,present
"wydawać się, że_",epistemiczny,,,present
"wydawać się, że_",epistemiczny,,,present
"wydawać się, że_",epistemiczny,,,present
"wydawać się, że_",epistemiczny,,,present
"wydawać się, że_",epistemiczny,,,present
"wydawać się, że_",epistemiczny,,,present
"wydawać się, że_",epistemiczny,,,present
"wydawać się, że_",epistemiczny,,,present
"wydawać się, że_",epistemiczny,,,present
"wydawać się, że_",epistemiczny,,,present
"wydawać się, że_",epistemiczny,,,present
"wydawać się, że_",epistemiczny,,,present
"wydawać się, że_",epistemiczny,,,present
"wydawać się, że_",epistemiczny,,,present
"wydawać się, że_",epistemiczny,,,present
"wydawać się, że_",epistemiczny,,,present
"wydawać się, że_",epistemiczny,,,present
"wydawać się, że_",epistemiczny,,,present
"wydawać się, że_",epistemiczny,,,present
"wydawać się, że_",epistemiczny,,,present
"wydawać się, że_",epistemiczny,,,past
"wydawać się, że_",epistemiczny,,,past
"wydawać się, że_",epistemiczny,,,past
"wydawać się, że_",epistemiczny,,,past
"wydawać się, że_",epistemiczny,,,past
"wydawać się, że_",epistemiczny,,,brak
"wydawać się, że_",epistemiczny,,,present
"wydawać się, że_",epistemiczny,,,present
"wydawać się, że_",epistemiczny,,,brak
"wydawać się, że_",epistemiczny,,,past
"wydawać się, że_",epistemiczny,,,brak
"wygląda na to, że_",epistemiczny,,,past
"wygląda na to, że_",epistemiczny,,,present
"wygląda na to, że_",epistemiczny,,,present
"wygląda na to, że_",epistemiczny,,,present
"wygląda na to, że_",epistemiczny,,,present
"wyjaśniać, że_",mówienia,,,present
"wyjaśniać, że_",mówienia,,,present
"wyjaśnić, że_",mówienia,,,past
"wyjaśnić, że_",mówienia,,,past
"wyjaśnić, że_",mówienia,,,past
"wyjaśnić, że_",mówienia,,,past
"wyjaśnić, że_",mówienia,,,past
"wyjaśnić, że_",mówienia,,,brak
"wyjaśnić, że_",mówienia,,,past
"wyjaśnić, że_",mówienia,,,brak
"wyjaśnić, że_",mówienia,,,present
"wyjaśnić, że_",mówienia,,,present
"wyjść na jaw, że_",odkrycia,,,past
"wyjść na jaw, że_",odkrycia,,,past
"wyjść, że_",wnioskowania,epistemiczny,,past
"wyjść, że_",zdarzeniowy,,,past
"wyjść, że_",zdarzeniowy,,,past
"wyjść, że_",wnioskowania,epistemiczny,,past
"wyjść, że_",wnioskowania,epistemiczny,,past
"wyjść, że_",wnioskowania,epistemiczny,,past
"wykazać, że_",dowodzenia,wnioskowania,mówienia,present
"wykazać, że_",dowodzenia,wnioskowania,mówienia,past
"wykazać, że_",dowodzenia,wnioskowania,mówienia,past
"wykazać, że_",dowodzenia,wnioskowania,mówienia,future
"wykazywać, że_",dowodzenia,wnioskowania,mówienia,present
"wykluczać, że_",epistemiczny,,,present
"wykluczać, że_",epistemiczny,,,present
"wykluczać, że_",epistemiczny,,,past
"wyliczyć, że_",liczenia,epistemiczny,,past
"wynikać, że_",wnioskowania,epistemiczny,,present
"wynikać, że_",wnioskowania,epistemiczny,,past
"wynikać, że_",wnioskowania,epistemiczny,,past
"wynikać, że_",wnioskowania,epistemiczny,,present
"wynikać, że_",wnioskowania,epistemiczny,,present
"wynikać, że_",wnioskowania,epistemiczny,,present
"wynikać, że_",wnioskowania,epistemiczny,,present
"wynikać, że_",wnioskowania,epistemiczny,,present
"wynikać, że_",wnioskowania,epistemiczny,,present
"wynikać, że_",wnioskowania,epistemiczny,,present
"wynikać, że_",wnioskowania,epistemiczny,,past
"wynikać, że_",wnioskowania,epistemiczny,,present
"wynikać, że_",wnioskowania,epistemiczny,,present
"wynikać, że_",wnioskowania,epistemiczny,,past
"wynikać, że_",wnioskowania,epistemiczny,,present
"wynikać, że_",wnioskowania,epistemiczny,,present
"wynikać, że_",wnioskowania,epistemiczny,,present
"wynikać, że_",wnioskowania,epistemiczny,,present
"wynikać, że_",wnioskowania,epistemiczny,,present
"wyniknąć, że_",wnioskowania,epistemiczny,,past
"wyniknąć, że_",wnioskowania,epistemiczny,,present
"wyniknąć, że_",wnioskowania,epistemiczny,,present
"wyniknąć, że_",wnioskowania,epistemiczny,,present
"wyniknąć, że_",wnioskowania,epistemiczny,,present
"wyniknąć, że_",wnioskowania,epistemiczny,,present
"wyniknąć, że_",wnioskowania,epistemiczny,,present
"wyniknąć, że_",wnioskowania,epistemiczny,,present
"wyniknąć, że_",wnioskowania,epistemiczny,,present
"wyniknąć, że_",wnioskowania,epistemiczny,,present
"wyniknąć, że_",wnioskowania,epistemiczny,,present
"wyniknąć, że_",wnioskowania,epistemiczny,,present
"wyniknąć, że_",wnioskowania,epistemiczny,,past
"wyniknąć, że_",wnioskowania,epistemiczny,,present
"wyobrazić sobie, że_",epistemiczny,,,brak
"wyobrazić sobie, że_",epistemiczny,,,brak
"wyobrazić sobie, że_",epistemiczny,,,brak
"wyobrazić sobie, że_",epistemiczny,,,brak
"wyobrazić sobie, że_",epistemiczny,,,present
"wyobrażać sobie, że_",epistemiczny,,,present
"wyobrażać sobie, że_",epistemiczny,,,past
"wyobrażać sobie, że_",epistemiczny,,,past
"wyobrażać sobie, że_",epistemiczny,,,past
"wyobrażać sobie, że_",epistemiczny,,,present
"wyobrażać sobie, że_",epistemiczny,,,present
"wyobrażać sobie, że_",epistemiczny,,,brak
"wyobrażać sobie, że_",epistemiczny,,,brak
"wyobrażać sobie, że_",epistemiczny,,,present
"wypisywać, że_",mówienia,,,present
"wypisywać, że_",mówienia,,,present
"wypominać, że_",mówienia,pamięciowy,,past
"wystarczyć, że_",zdarzeniowy,,,future
"wystarczyć, że_",zdarzeniowy,,,past
"wystarczyć, że_",zdarzeniowy,,,present
"wytłumaczyć, że_",mówienia,,,past
"wytykać, że_",mówienia,emotywny,,present
"wyznać, że_",mówienia,,,past
"wziąć pod uwagę, że_",epistemiczny,,,future
"wziąć pod uwagę, że_",epistemiczny,,,past
"zadeklarować, że_",mówienia,,,past
"zadeklarować, że_",mówienia,,,past
"zadeklarować, że_",mówienia,,,past
"zadeklarować, że_",mówienia,,,past
"zadeklarować, że_",mówienia,,,past
"zakładać, że_",epistemiczny,,,brak
"zakładać, że_",epistemiczny,,,present
"zakładać, że_",epistemiczny,,,present
"zakładać, że_",epistemiczny,,,present
"zakładać, że_",epistemiczny,,,present
"zakładać, że_",epistemiczny,,,past
"zakładać, że_",epistemiczny,,,present
"zakładać, że_",epistemiczny,,,present
"założyć się, że_",?,,,future
"założyć, że_",epistemiczny,,,brak
"założyć, że_",epistemiczny,,,brak
"założyć, że_",epistemiczny,,,past
"założyć, że_",epistemiczny,,,brak
"założyć, że_",epistemiczny,,,brak
"założyć, że_",epistemiczny,,,brak
"założyć, że_",epistemiczny,,,brak
"założyć, że_",epistemiczny,,,present
"zaobserwować, że_",percepcyjny,epistemiczny,,past
"zapamiętać, że_",pamięciowy,epistemiczny,,past
"zapewniać, że_",mówienia,,,present
"zapewniać, że_",mówienia,,,present
"zapewniać, że_",mówienia,,,present
"zapewniać, że_",mówienia,,,present
"zapewniać, że_",mówienia,,,past
"zapewniać, że_",mówienia,,,present
"zapewniać, że_",mówienia,,,past
"zapewniać, że_",mówienia,,,present
"zapewniać, że_",mówienia,,,present
"zapewniać, że_",mówienia,,,past
"zapewniać, że_",mówienia,,,present
"zapewniać, że_",mówienia,,,present
"zapewniać, że_",mówienia,,,present
"zapewniać, że_",mówienia,,,present
"zapewniać, że_",mówienia,,,past
"zapewniać, że_",mówienia,,,past
"zapewniać, że_",mówienia,,,present
"zapewniać, że_",mówienia,,,present
"zapewniać, że_",mówienia,,,present
"zapewniać, że_",mówienia,,,present
"zapewnić, że_",mówienia,,,past
"zapewnić, że_",mówienia,,,past
"zapewnić, że_",mówienia,,,past
"zapewnić, że_",mówienia,,,past
"zapewnić, że_",mówienia,,,past
"zapewnić, że_",mówienia,,,past
"zapewnić, że_",mówienia,,,brak
"zapewnić, że_",mówienia,,,present
"zapisać, że_",mówienia,,,past
"zapisać, że_",mówienia,,,past
"zaplanować, że_",epistemiczny,,,past
"zapominać, że_",pamięciowy,epistemiczny,,present
"zapominać, że_",pamięciowy,epistemiczny,,present
"zapominać, że_",pamięciowy,epistemiczny,,brak
"zapominać, że_",pamięciowy,epistemiczny,,brak
"zapominać, że_",pamięciowy,epistemiczny,,present
"zapomnieć, że_",pamięciowy,epistemiczny,,past
"zapomnieć, że_",pamięciowy,epistemiczny,,past
"zapomnieć, że_",pamięciowy,epistemiczny,,past
"zapomnieć, że_",pamięciowy,epistemiczny,,brak
"zapomnieć, że_",pamięciowy,epistemiczny,,past
"zapomnieć, że_",pamięciowy,epistemiczny,,future
"zapowiadać się, że_",mówienia,,,past
"zapowiadać, że_",mówienia,,,present
"zapowiadać, że_",mówienia,,,present
"zapowiadać, że_",mówienia,,,present
"zapowiadać, że_",mówienia,,,present
"zapowiadać, że_",mówienia,,,present
"zapowiadać, że_",mówienia,,,past
"zapowiedzieć, że_",mówienia,,,past
"zapowiedzieć, że_",mówienia,,,past
"zapowiedzieć, że_",mówienia,,,past
"zapowiedzieć, że_",mówienia,,,brak
"zapowiedzieć, że_",mówienia,,,past
"zapowiedzieć, że_",mówienia,,,past
"zaproponować, że_",mówienia,,,past
"zaproponować, że_",mówienia,,,past
"zaprzeczyć, że_",mówienia,,,brak
"zaręczać, że_",mówienia,,,present
"zarządzić, że_",przyczynowy,epistemiczny,,past
"zarzekać się, że_",mówienia,,,past
"zarzekać się, że_",mówienia,,,past
"zarzucać, że_",mówienia,,,past
"zarzucać, że_",mówienia,,,past
"zarzucać, że_",mówienia,,,present
"zarzucić, że_",mówienia,,,past
"zarzucić, że_",mówienia,,,past
"zaskoczyć, że_",emotywny,epistemiczny,,past
"zastrzec, że_",mówienia,,,brak
"zastrzec, że_",mówienia,,,past
"zastrzec, że_",mówienia,,,past
"zastrzegać, że_",mówienia,,,present
"zasugerować, że_",mówienia,,,past
"zasugerować, że_",mówienia,,,past
"zaświadczać, że_",mówienia,,,past
"zaświadczać, że_",mówienia,,,past
"zaświadczać, że_",mówienia,,,past
"zauważać, że_",epistemiczny,,,present
"[e] zauważyć, że_",epistemiczny,percepcyjny,,present
"[e] zauważyć, że_",epistemiczny,percepcyjny,,past
"[e] zauważyć, że_",epistemiczny,percepcyjny,,brak
"[e] zauważyć, że_",epistemiczny,percepcyjny,,brak
"[e] zauważyć, że_",epistemiczny,percepcyjny,,present
"[e] zauważyć, że_",epistemiczny,percepcyjny,,past
"[e] zauważyć, że_",epistemiczny,percepcyjny,,brak
"[e] zauważyć, że_",epistemiczny,percepcyjny,,future
"[e] zauważyć, że_",epistemiczny,percepcyjny,,brak
"[e] zauważyć, że_",epistemiczny,percepcyjny,,past
"[e] zauważyć, że_",epistemiczny,percepcyjny,,present
"[e] zauważyć, że_",epistemiczny,percepcyjny,,present
"[e] zauważyć, że_",epistemiczny,percepcyjny,,brak
"[e] zauważyć, że_",epistemiczny,percepcyjny,,future
"zawiadamiać, że_",mówienia,,,past
"zazdrościć czegoś, że_",emotywny,epistemiczny,,present
"zaznaczać, że_",mówienia,,,present
"zaznaczać, że_",mówienia,,,present
"zaznaczyć, że_",mówienia,,,present
"zaznaczyć, że_",mówienia,,,brak
"zaznaczyć, że_",mówienia,,,brak
"zaznaczyć, że_",mówienia,,,brak
"zaznaczyć, że_",mówienia,,,present
"zaznaczyć, że_",mówienia,,,present
"zaznaczyć, że_",mówienia,,,present
"zdać sobie sprawę, że_",epistemiczny,,,brak
"zdać sobie sprawę, że_",epistemiczny,,,past
"zdać sobie sprawę, że_",epistemiczny,,,past
"zdać sobie sprawę, że_",epistemiczny,,,past
"zdać sobie sprawę, że_",epistemiczny,,,past
"zdarzać się, że_",zdarzeniowy,,,present
"zdarzać się, że_",zdarzeniowy,,,present
"zdarzać się, że_",zdarzeniowy,,,present
"zdarzać się, że_",zdarzeniowy,,,present
"zdarzać się, że_",zdarzeniowy,,,present
"zdarzać się, że_",zdarzeniowy,,,present
"zdarzać się, że_",zdarzeniowy,,,present
"zdarzać się, że_",zdarzeniowy,,,past
"zdarzać się, że_",zdarzeniowy,,,present
"zdarzać się, że_",zdarzeniowy,,,present
"zdarzać się, że_",zdarzeniowy,,,present
"zdarzać się, że_",zdarzeniowy,,,past
"zdarzyć się, że_",zdarzeniowy,,,past
"zdawać się, że_",epistemiczny,,,brak
"zdawać się, że_",epistemiczny,,,past
"zdawać się, że_",epistemiczny,,,past
"zdawać się, że_",epistemiczny,,,present
"zdawać się, że_",epistemiczny,,,present
"zdawać się, że_",epistemiczny,,,present
"zdawać się, że_",epistemiczny,,,present
"zdawać się, że_",epistemiczny,,,present
"zdawać się, że_",epistemiczny,,,present
"zdawać się, że_",epistemiczny,,,present
"zdawać się, że_",epistemiczny,,,brak
"zdawać się, że_",epistemiczny,,,brak
"zdawać się, że_",epistemiczny,,,brak
"zdawać się, że_",epistemiczny,,,past
"zdawać sobie sprawę, że_",epistemiczny,,,present
"zdawać sobie sprawę, że_",epistemiczny,,,present
"zdawać sobie sprawę, że_",epistemiczny,,,past
"zdawać sobie sprawę, że_",epistemiczny,,,present
"zdawać sobie sprawę, że_",epistemiczny,,,present
"zdawać sobie sprawę, że_",epistemiczny,,,present
"zdawać sobie sprawę, że_",epistemiczny,,,present
"zdawać sobie sprawę, że_",epistemiczny,,,present
"zdawać sobie sprawę, że_",epistemiczny,,,present
"zdawać sobie sprawę, że_",epistemiczny,,,brak
"zdawać sobie sprawę, że_",epistemiczny,,,present
"zdecydować, że_",epistemiczny,czynnościowy,,past
"zdecydować, że_",przyczynowy,epistemiczny,,past
"zdecydować, że_",przyczynowy,epistemiczny,,past
"zdecydować, że_",przyczynowy,epistemiczny,,past
"zdecydować, że_",przyczynowy,epistemiczny,,past
"zdecydować, że_",przyczynowy,epistemiczny,,past
"zdecydować, że_",przyczynowy,epistemiczny,,past
"zdecydować, że_",przyczynowy,epistemiczny,,past
"zdecydować, że_",przyczynowy,epistemiczny,,past
"zdecydować, że_",przyczynowy,epistemiczny,,past
"zdecydować, że_",przyczynowy,epistemiczny,,brak
"zdecydować, że_",przyczynowy,epistemiczny,,future
"zdziwić się, że_",emotywny,epistemiczny,,past
"zeznać, że_",mówienia,,,past
"zeznać, że_",mówienia,,,past
"zgadzać się, że_",mówienia,,,present
"zgadzać się, że_",mówienia,,,past
"zgadzać się, że_",mówienia,,,present
"zgłaszać, że_",mówienia,,,past
"[e] zobaczyć, że_",epistemiczny,,,future
"[e] zobaczyć, że_",epistemiczny,,,future
"zgodzić się, że_",mówienia,,,brak
"zobowiązać się, że_",mówienia,,,future
"zobowiązać się, że_",mówienia,,,past
"zorientować się, że_",epistemiczny,,,past
"zorientować się, że_",epistemiczny,,,past
"zorientować się, że_",epistemiczny,,,brak
"zreflektować się, że_",epistemiczny,,,past
"zrozumieć, że_",epistemiczny,,,past
"zrozumieć, że_",epistemiczny,,,present
"zrozumieć, że_",epistemiczny,,,past
"zrozumieć, że_",epistemiczny,,,past
"zrozumieć, że_",epistemiczny,,,past
"zrozumieć, że_",epistemiczny,,,past
"zrozumieć, że_",epistemiczny,,,past
"zrozumieć, że_",epistemiczny,,,present
"zrozumieć, że_",epistemiczny,,,past
"zrozumieć, że_",epistemiczny,,,past
"zrozumieć, że_",epistemiczny,,,past
"zrozumieć, że_",epistemiczny,,,past
"zrozumieć, że_",epistemiczny,,,past
"zrozumieć, że_",epistemiczny,,,past
"zrozumieć, że_",epistemiczny,,,past
"zrozumieć, że_",epistemiczny,,,brak
"zrozumieć, że_",epistemiczny,,,brak
"zrozumieć, że_",epistemiczny,,,brak
"zrozumieć, że_",epistemiczny,,,present
"zwalić, że_",mówienia,,,past
"zważyć, że_",epistemiczny,,,past
"zważyć, że_",epistemiczny,,,brak
"zwąchać, że_",epistemiczny,percepcyjny,,past
"zwąchać, że_",epistemiczny,,,past
"zwracać komuś uwagę, że_",mówienia,epistemiczny,,present
"zwrócić uwagę, że_",mówienia,epistemiczny,,brak
"zwrócić uwagę, że_",mówienia,epistemiczny,,past
"zwrócić uwagę, że_",mówienia,epistemiczny,,present
"żalić się, że_",emotywny,mówienia,,present
"żałować, że_",emotywny,epistemiczny,,present
"żałować, że_",emotywny,epistemiczny,,present
"żałować, że_",emotywny,epistemiczny,,present
"żałować, że_",emotywny,epistemiczny,,present
"żałować, że_",emotywny,epistemiczny,,present
"żałować, że_",emotywny,epistemiczny,,present
"żałować, że_",emotywny,epistemiczny,,present
"żałować, że_",emotywny,epistemiczny,,present
"żałować, że_",emotywny,epistemiczny,,present
"żałować, że_",emotywny,epistemiczny,,present
"żartować, że_",mówienia,emotywny,epistemiczny,present
"[m] zauważyć, że_",mówienia,epistemiczny,,past
"[m] zauważyć, że_",mówienia,percepcyjny,,past
"[p] zobaczyć, że_",percepcyjny,,,past
"[p] zobaczyć, że_",percepcyjny,,,past
"[p] zobaczyć, że_",percepcyjny,,,past
"[p] zobaczyć, że_",percepcyjny,,,brak
"dowiadywać się, że_",epistemiczny,,,present
"dowiadywać się, że_",epistemiczny,,,present
"dowiadywać się, że_",epistemiczny,,,present
"dowiadywać się, że_",epistemiczny,,,past
"dowiadywać się, że_",epistemiczny,,,present
"dowiadywać się, że_",epistemiczny,,,present
"[e] poczuć, że_",epistemiczny,,,past
"[e] poczuć, że_",epistemiczny,,,past
"[e] poczuć, że_",epistemiczny,,,past
"przekonywać o czymś, że_",mówienia,epistemiczny,,present
"przekonywać o czymś, że_",mówienia,epistemiczny,,present
"przekonywać o czymś, że_",mówienia,epistemiczny,,present
"przekonywać o czymś, że_",mówienia,epistemiczny,,past
"przekonywać o czymś, że_",mówienia,epistemiczny,,present
"przekonywać o czymś, że_",mówienia,epistemiczny,,present
"przekonywać o czymś, że_",mówienia,epistemiczny,,present
"przypominać komuś, że_",mówienia,pamięciowy,,present
"przypominać komuś, że_",mówienia,pamięciowy,,present
"przypominać komuś, że_",mówienia,pamięciowy,,past
"przypominać komuś, że_",mówienia,pamięciowy,,past
"przypominać komuś, że_",mówienia,pamięciowy,,present
"przypominać komuś, że_",mówienia,pamięciowy,,present
"przypominać komuś, że_",mówienia,pamięciowy,,present
"przypominać komuś, że_",mówienia,pamięciowy,,present
"przypominać komuś, że_",mówienia,pamięciowy,,present
"przypominać komuś, że_",mówienia,pamięciowy,,present
"przypominać komuś, że_",mówienia,pamięciowy,,present
"przypominać komuś, że_",mówienia,pamięciowy,,present
"przypominać komuś, że_",mówienia,pamięciowy,,present
"przypominać komuś, że_",mówienia,pamięciowy,,brak
"ustalić na podstawie czegoś, że_",przyczynowy,wnioskowania,,brak
"uświadamiać komuś, że_",mówienia,epistemiczny,,present
"uświadomić komuś, że_",mówienia,epistemiczny,,brak
"uświadomić komuś, że_",mówienia,epistemiczny,,brak
"uświadomić komuś, że_",mówienia,epistemiczny,,present
"uświadomić komuś, że_",mówienia,epistemiczny,,present
"uświadomić komuś, że_",mówienia,epistemiczny,,present
"uświadomić komuś, że_",przyczynowy,epistemiczny,,past
"[e] widać, że",epistemiczny,percepcyjny,,brak
"[e] widać, że",epistemiczny,percepcyjny,,brak
"[e] widać, że",epistemiczny,percepcyjny,,brak
"[e] widać, że",epistemiczny,percepcyjny,,brak
